,Age,Gender,Marital status,Race status,Birth,Language,Occupation,Income (K),ec
15693,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",200,"[""12"" - ""74""]","[""1"" - ""6""]",423,584
12886,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",600,"[""12"" - ""74""]","[""1"" - ""6""]",552,584
16198,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",472,584
12060,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",2,"[""12"" - ""74""]","[""1"" - ""6""]",420,584
13920,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",300,"[""12"" - ""74""]","[""1"" - ""6""]",423,584
15997,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",200,"[""12"" - ""74""]","[""1"" - ""6""]",880,584
14112,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",2,"[""12"" - ""74""]","[""1"" - ""6""]",472,584
12142,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",2,"[""12"" - ""74""]","[""1"" - ""6""]",254,584
16482,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",200,"[""12"" - ""74""]","[""1"" - ""6""]",422,584
12354,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""27"" - ""515""]","[""12"" - ""74""]","[""1"" - ""6""]",476,585
13921,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""27"" - ""515""]","[""12"" - ""74""]","[""1"" - ""6""]",540,585
16312,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""27"" - ""515""]","[""12"" - ""74""]","[""1"" - ""6""]",472,585
2083,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""27"" - ""515""]","[""12"" - ""74""]","[""1"" - ""6""]",854,585
12898,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""27"" - ""515""]","[""12"" - ""74""]","[""1"" - ""6""]",962,585
3546,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",494,586
13191,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",406,586
12143,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",422,586
15573,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",516,586
16203,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",823,586
15618,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",540,586
16199,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",472,586
16512,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]","[""1"" - ""6""]","[""12"" - ""74""]","[""1"" - ""6""]",586,586
1893,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",584,587
16016,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",62,587
16244,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,587
3591,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",100,587
12633,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,587
14141,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,587
14331,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,587
13492,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,587
12580,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",500,587
14105,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,587
3490,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",230,588
1986,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",174,588
15831,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",586,588
16665,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",365,588
15517,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",364,588
4125,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",531,588
4148,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",80,588
2149,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,588
13964,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",472,588
3521,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",353,588
13440,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,588
2438,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",200,588
2007,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",350,589
3259,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,589
14707,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,589
4181,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,589
3826,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,589
13982,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",451,589
2981,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",432,589
2228,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,589
3441,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,589
1988,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,589
3788,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,589
13655,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",443,590
2994,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,590
4524,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",200,590
12363,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",196,590
4525,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",561,590
12678,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,590
2397,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",315,590
13461,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,590
3252,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,590
3502,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",784,590
13249,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",560,590
3598,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,590
2142,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",234,590
13419,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",230,590
4458,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",516,591
12270,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",43,591
13739,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",392,591
12316,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,591
4022,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,591
4141,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",470,591
3269,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,591
16292,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,591
12044,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",233,591
12390,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,591
12341,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,591
14314,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",451,591
4179,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",422,591
15675,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",360,591
12384,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",512,591
13476,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,591
12882,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,591
16009,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",80,591
14247,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",511,591
3868,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",501,591
13555,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,591
16125,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",455,591
12540,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",95,591
2554,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,591
3284,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,591
12811,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",460,592
14119,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",540,592
14100,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,592
16019,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",402,592
12141,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,592
12350,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,592
13557,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,592
2002,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,592
14339,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,592
13988,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,592
13685,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",494,592
12866,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,592
14113,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,592
16662,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,592
13265,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,592
13031,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",562,592
13772,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,592
14206,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,592
16174,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,592
12784,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,592
16667,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",913,592
13408,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,592
13556,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,592
16175,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,592
15638,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",230,592
15672,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,592
12236,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",581,592
13802,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,592
12624,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",880,592
4234,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,593
4418,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,593
1960,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,593
3882,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",893,593
3612,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,593
4237,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",231,593
3887,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",230,593
2347,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",842,593
3273,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,593
3534,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",496,593
2384,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,593
13840,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",423,593
4363,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",562,593
3376,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,593
1987,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,593
2209,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,593
2447,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,593
3693,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,593
4019,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,593
3501,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,593
4478,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",880,593
4242,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,593
2461,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,593
3213,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",102,593
2037,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,593
2385,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,593
3257,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,593
4116,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",551,594
4338,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,594
4066,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,594
3849,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,594
3886,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,594
3896,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,594
2292,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,594
2039,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",443,594
4522,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,594
4448,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,594
2261,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",561,594
2255,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",201,594
3663,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,594
3212,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,594
3735,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",500,594
4143,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",470,594
3251,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",531,594
3965,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,594
4417,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",516,594
2307,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",460,594
4089,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,594
4111,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,594
2317,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,594
2337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,594
3337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",593,594
4486,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,594
