,Age,Gender,Marital status,Race status,Birth,Language,Occupation,Income (K),ec
7655,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",532,662
4072,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",561,662
3149,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",471,662
14676,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",623,662
1348,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",484,662
3111,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",734,662
7469,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",495,662
12306,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",913,662
408,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",731,662
1722,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",700,662
584,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",961,662
5731,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",913,662
11363,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",461,662
4384,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",814,662
2824,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",632,662
325,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",734,662
6885,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",626,662
8285,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",886,662
8876,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",423,662
6699,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",684,662
4386,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",425,662
7594,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",275,662
5631,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",734,662
8728,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",313,662
4937,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",770,662
13710,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",931,662
650,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",913,662
6394,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",912,662
1201,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",912,662
6641,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",913,662
4811,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",912,662
4474,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",810,662
13272,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",34,662
2712,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",204,662
2141,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",422,662
5146,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",422,662
13716,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,662
7401,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,662
1488,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",370,662
7900,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",623,662
7139,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,662
3544,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",414,662
5440,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,662
3404,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",450,662
7821,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",770,662
9207,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",561,662
3045,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",392,662
3349,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",414,662
7880,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",810,662
6576,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",623,662
8112,"[""41"" - ""88""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",831,662
14647,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",100,663
7519,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",411,663
14362,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",214,663
5718,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",892,663
10011,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",476,663
15285,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",623,663
9958,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
4887,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",992,663
215,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
5534,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",425,663
4877,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",846,663
15255,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
15314,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",403,663
9997,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
14632,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",422,663
11249,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",495,663
14457,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",395,663
7689,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,663
11086,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",582,663
10073,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",720,663
1755,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
2687,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,663
1362,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
9331,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",610,663
167,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",405,663
14938,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
11069,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",781,663
15254,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",414,663
11424,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",435,663
2910,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
11432,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
9747,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",156,663
2853,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
3024,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
9001,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",961,663
5777,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
9291,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",721,663
4935,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",964,663
6632,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",964,663
5714,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
6329,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",422,663
15126,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",992,663
2593,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",422,663
7618,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
7885,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,663
11482,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,663
366,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",275,663
1332,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",405,663
762,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",673,663
6531,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
8075,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
6920,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
2886,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
15337,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
8373,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",476,663
1258,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",964,663
4639,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",992,663
5561,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",761,663
6287,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,663
843,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
6123,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",411,663
4083,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",731,663
415,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
4970,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",424,663
6070,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",992,663
8790,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
11076,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",476,663
8430,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",425,663
7741,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",731,663
15168,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",495,663
6720,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",380,663
8727,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",626,663
447,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",403,663
7688,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",553,663
5263,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,663
12923,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",962,663
6556,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",51,663
10562,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",874,663
8610,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
7035,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",961,663
10942,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",413,663
4673,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
6424,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",961,663
9534,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",422,663
6627,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",772,663
7157,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",992,663
854,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
5262,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
15062,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",411,663
15360,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",975,663
7842,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",585,663
6347,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",476,663
7976,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
8609,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",562,663
7617,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
8372,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",635,663
2661,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",992,663
9290,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",720,663
5763,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",402,663
772,"[""16"" - ""41""]","[""1"" - ""2""]","[""1"" - ""6""]","[""2"" - ""9""]","[""1"" - ""4""]","[""1"" - ""12""]","[""0"" - ""8""]",472,663
