,Age,Gender,Marital status,Race status,Birth,Language,Occupation,Income (K),ec
18140,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",80,1305
12420,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
15280,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",43,1305
14499,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",536,1305
17187,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",85,1305
15929,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",591,1305
18367,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",582,1305
17350,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",5,1305
18473,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",232,1305
10076,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",903,1305
17437,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",284,1305
13260,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",485,1305
10419,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",136,1305
14408,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",80,1305
19544,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",136,1305
13177,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
19407,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",332,1305
15795,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
14528,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",5,1305
17414,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",43,1305
16457,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",282,1305
18129,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",552,1305
18987,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",244,1305
17370,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",500,1305
19915,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",300,1305
15398,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",306,1305
17874,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",306,1305
9116,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
11922,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
18559,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",570,1305
16885,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",62,1305
16558,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",481,1305
13727,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",200,1305
17028,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",941,1305
18944,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",232,1305
19097,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",385,1305
9031,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
17359,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",43,1305
18540,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",233,1305
9236,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",482,1305
16575,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",570,1305
5169,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",581,1305
18962,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",230,1305
13822,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",280,1305
19411,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",301,1305
11469,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",500,1305
16968,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",62,1305
12512,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",62,1305
15205,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",232,1305
17290,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
11110,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
19456,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",570,1305
12050,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",700,1305
16025,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",232,1305
17325,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",71,1305
5834,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",536,1305
10060,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",581,1305
12895,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
13590,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",476,1305
15107,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",701,1305
17082,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",11,1305
19685,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",80,1305
5296,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",485,1305
17829,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",570,1305
17615,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",983,1305
8270,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",230,1305
3036,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",102,1305
10224,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",286,1305
16049,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",71,1305
16236,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",593,1305
7903,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",136,1305
577,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",12,1305
9487,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",402,1305
7415,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
10134,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",152,1305
19223,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",330,1305
16163,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",2,1305
7365,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",341,1305
18376,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",200,1305
14750,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
16744,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",983,1305
16230,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",485,1305
18450,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",232,1305
11695,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
17009,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",42,1305
10871,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",524,1305
10441,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
11929,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
13294,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",540,1305
10696,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
11184,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",104,1305
13510,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
16636,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",485,1305
10536,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",53,1305
14132,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
4844,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",471,1305
14635,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",512,1305
4706,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",53,1305
9211,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",220,1305
11242,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
12073,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",470,1305
15908,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",12,1305
17597,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",470,1305
10324,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
12687,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
16669,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
19044,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",234,1305
677,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",71,1305
13983,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",500,1305
15595,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",230,1305
16084,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
282,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
19056,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",472,1305
16693,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",455,1305
15895,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
12239,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",470,1305
15043,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",311,1305
9460,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
10464,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",586,1305
10001,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
17695,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",232,1305
12542,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",201,1305
13173,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",460,1305
12336,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
15868,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",532,1305
12654,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",540,1305
10656,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
14760,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",586,1305
10526,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",230,1305
19528,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
14173,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",102,1305
13985,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
19346,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",1,1305
9513,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",360,1305
18283,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",71,1305
11360,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",283,1305
14905,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",201,1305
3665,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",230,1305
11479,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",243,1305
9641,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",780,1305
691,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",43,1305
13878,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",201,1305
15119,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",570,1305
2055,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",570,1305
14688,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",570,1305
14084,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",111,1305
16093,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",460,1305
12860,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",200,1305
13006,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",234,1305
3387,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
14464,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
8687,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",243,1305
3946,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",492,1305
6467,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",316,1305
4929,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
6549,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",365,1305
16698,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",11,1305
10668,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",62,1305
12339,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",392,1305
15024,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
14371,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",201,1305
14069,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",13,1305
16370,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
10021,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",313,1305
17056,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",231,1305
9296,"[""21"" - ""44""]",2,"[""1"" - ""6""]","[""1"" - ""2""]","[""13"" - ""600""]","[""1"" - ""2""]","[""8"" - ""11""]",365,1305
