,Age,Gender,Marital status,Race status,Birth,Language,Occupation,Income (K),ec
15573,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",516,1228
16312,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",200,"[""12"" - ""74""]","[""1"" - ""6""]",472,1228
13921,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",48,"[""12"" - ""74""]","[""1"" - ""6""]",540,1228
16203,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",823,1228
16512,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",6,"[""12"" - ""74""]","[""1"" - ""6""]",586,1228
15618,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",540,1228
12354,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",27,"[""12"" - ""74""]","[""1"" - ""6""]",476,1228
3546,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",1,"[""12"" - ""74""]","[""1"" - ""6""]",494,1228
12143,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",2,"[""12"" - ""74""]","[""1"" - ""6""]",422,1228
16199,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",472,1228
2083,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",210,"[""12"" - ""74""]","[""1"" - ""6""]",854,1228
1893,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",584,1229
16016,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",62,1229
16244,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,1229
3591,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",100,1229
12633,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,1229
14141,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,1229
14331,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,1229
13492,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,1229
12580,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",500,1229
14105,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,1229
3490,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",230,1230
1986,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",174,1230
15831,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",586,1230
16665,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",365,1230
15517,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",364,1230
4125,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",531,1230
4148,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",80,1230
2149,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,1230
13964,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",472,1230
3521,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",353,1230
13440,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,1230
2438,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",200,1230
2007,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",350,1231
3259,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1231
14707,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,1231
4181,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1231
3826,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1231
13982,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",451,1231
2981,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",432,1231
2228,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,1231
3441,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,1231
1988,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,1231
3788,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,1231
13655,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",443,1232
2994,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,1232
4524,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",200,1232
12363,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",196,1232
4525,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",561,1232
12678,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,1232
2397,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",315,1232
13461,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,1232
3252,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1232
3502,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",784,1232
13249,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",560,1232
3598,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,1232
2142,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",234,1232
13419,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",230,1232
4458,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",516,1233
12270,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",43,1233
13739,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",392,1233
12316,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,1233
4022,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1233
4141,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",470,1233
3269,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1233
16292,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1233
12044,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",233,1233
12390,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,1233
12341,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,1233
14314,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",451,1233
4179,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",422,1233
15675,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1233
12384,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",512,1233
13476,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,1233
12882,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1233
16009,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",80,1233
14247,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",511,1233
3868,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",501,1233
13555,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1233
16125,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",455,1233
12540,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",95,1233
2554,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1233
3284,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1233
12811,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",460,1234
14119,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",540,1234
14100,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1234
16019,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1234
12141,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1234
12350,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,1234
13557,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,1234
2002,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1234
14339,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,1234
13988,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,1234
13685,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1234
12866,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,1234
14113,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,1234
16662,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1234
13265,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,1234
13031,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",562,1234
13772,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1234
14206,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1234
16174,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1234
12784,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,1234
16667,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",913,1234
13408,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,1234
13556,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,1234
16175,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1234
15638,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",230,1234
15672,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,1234
12236,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",581,1234
13802,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1234
12624,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",880,1234
4234,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1235
4418,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1235
1960,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1235
3882,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",893,1235
3612,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1235
4237,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",231,1235
3887,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",230,1235
2347,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",842,1235
3273,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,1235
3534,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",496,1235
2384,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1235
13840,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1235
4363,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",562,1235
3376,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1235
1987,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1235
2209,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,1235
2447,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1235
3693,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,1235
4019,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1235
3501,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,1235
4478,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",880,1235
4242,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,1235
2461,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,1235
3213,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",102,1235
2037,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,1235
2385,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1235
3257,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,1235
4116,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",551,1236
4338,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1236
4066,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1236
3849,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,1236
3886,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1236
3896,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1236
2292,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1236
2039,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",443,1236
4522,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1236
4448,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1236
2261,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",561,1236
2255,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",201,1236
3663,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1236
3212,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1236
3735,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",500,1236
4143,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",470,1236
3251,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",531,1236
3965,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1236
4417,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",516,1236
2307,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",460,1236
4089,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1236
4111,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,1236
2317,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,1236
2337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1236
3337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",593,1236
4486,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1236
4092,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",405,1236
