,Age,Gender,Marital status,Race status,Birth,Language,Occupation,Income (K),ec
12142,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",2,"[""12"" - ""74""]","[""1"" - ""6""]",254,912
16482,"[""25"" - ""62""]",2,6,"[""2"" - ""8""]",200,"[""12"" - ""74""]","[""1"" - ""6""]",422,912
13191,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",2,"[""12"" - ""74""]","[""1"" - ""6""]",406,913
12898,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",515,"[""12"" - ""74""]","[""1"" - ""6""]",962,913
15573,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",516,913
16312,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",200,"[""12"" - ""74""]","[""1"" - ""6""]",472,913
13921,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",48,"[""12"" - ""74""]","[""1"" - ""6""]",540,913
16203,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",823,913
16512,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",6,"[""12"" - ""74""]","[""1"" - ""6""]",586,913
15618,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",540,913
12354,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",27,"[""12"" - ""74""]","[""1"" - ""6""]",476,913
3546,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",1,"[""12"" - ""74""]","[""1"" - ""6""]",494,913
12143,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",2,"[""12"" - ""74""]","[""1"" - ""6""]",422,913
16199,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",4,"[""12"" - ""74""]","[""1"" - ""6""]",472,913
2083,"[""16"" - ""22""]",2,6,"[""2"" - ""8""]",210,"[""12"" - ""74""]","[""1"" - ""6""]",854,913
1893,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",584,914
16016,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",62,914
16244,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,914
3591,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",100,914
12633,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,914
14141,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,914
14331,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,914
13492,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,914
12580,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",500,914
14105,"[""28"" - ""48""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,914
3490,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",230,915
1986,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",174,915
15831,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",586,915
16665,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",365,915
15517,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",364,915
4125,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",531,915
4148,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",80,915
2149,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,915
13964,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",472,915
3521,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",353,915
13440,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,915
2438,"[""20"" - ""28""]",2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",200,915
2007,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",350,916
3259,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,916
14707,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,916
4181,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,916
3826,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,916
13982,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",451,916
2981,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",432,916
2228,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,916
3441,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,916
1988,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,916
3788,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,916
13655,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",443,917
2994,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,917
4524,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",200,917
12363,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",196,917
4525,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",561,917
12678,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,917
2397,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",315,917
13461,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,917
3252,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,917
3502,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",784,917
13249,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",560,917
3598,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,917
2142,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",234,917
13419,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",230,917
4458,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",516,918
12270,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",43,918
13739,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",392,918
12316,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,918
4022,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,918
4141,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",470,918
3269,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,918
16292,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,918
12044,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",233,918
12390,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,918
12341,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,918
14314,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",451,918
4179,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",422,918
15675,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",360,918
12384,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",512,918
13476,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,918
12882,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,918
16009,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",80,918
14247,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",511,918
3868,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",501,918
13555,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,918
16125,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",455,918
12540,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",95,918
2554,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,918
3284,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,918
12811,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",460,919
14119,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",540,919
14100,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,919
16019,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",402,919
12141,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,919
12350,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,919
13557,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,919
2002,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,919
14339,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,919
13988,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,919
13685,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",494,919
12866,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,919
14113,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,919
16662,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,919
13265,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,919
13031,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",562,919
13772,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,919
14206,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,919
16174,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,919
12784,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,919
16667,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",913,919
13408,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,919
13556,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,919
16175,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,919
15638,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",230,919
15672,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,919
12236,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",581,919
13802,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,919
12624,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",880,919
4234,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,920
4418,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,920
1960,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,920
3882,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",893,920
3612,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,920
4237,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",231,920
3887,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",230,920
2347,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",842,920
3273,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,920
3534,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",496,920
2384,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,920
13840,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",423,920
4363,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",562,920
3376,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,920
1987,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,920
2209,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,920
2447,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,920
3693,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,920
4019,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,920
3501,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,920
4478,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",880,920
4242,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,920
2461,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,920
3213,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",102,920
2037,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,920
2385,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,920
3257,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,920
4116,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",551,921
4338,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,921
4066,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,921
3849,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,921
3886,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,921
3896,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,921
2292,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,921
2039,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",443,921
4522,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,921
4448,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,921
2261,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",561,921
2255,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",201,921
3663,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,921
3212,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,921
3735,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",500,921
4143,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",470,921
3251,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",531,921
3965,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,921
4417,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",516,921
2307,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",460,921
4089,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,921
4111,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,921
2317,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,921
2337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,921
3337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",593,921
4486,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,921
4092,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",405,921
1918,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",451,921
