,Age,Gender,Marital status,Race status,Birth,Language,Occupation,Income (K),ec
15997,33,2,6,"[""2"" - ""8""]",200,"[""12"" - ""74""]","[""1"" - ""6""]",880,1532
15517,23,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",364,1533
15831,22,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",586,1533
14105,48,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,1533
16665,22,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",365,1533
16016,28,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",62,1533
13964,25,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",472,1533
1986,21,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",174,1533
3591,35,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",100,1533
2149,24,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,1533
2438,28,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",200,1533
14141,39,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,1533
16244,29,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,1533
1893,28,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",584,1533
13440,25,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",201,1533
12580,44,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",500,1533
14331,39,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",402,1533
12633,36,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,1533
4148,24,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",80,1533
3490,20,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",230,1533
4125,23,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",531,1533
3521,25,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",353,1533
13492,41,2,6,"[""2"" - ""8""]","[""4"" - ""515""]","[""1"" - ""11""]","[""8"" - ""11""]",570,1533
2007,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",350,1534
3259,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1534
14707,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,1534
4181,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1534
3826,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1534
13982,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",451,1534
2981,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",432,1534
2228,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,1534
3441,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",324,1534
1988,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,1534
3788,"[""31"" - ""47""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,1534
13655,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",443,1535
2994,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",472,1535
4524,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",200,1535
12363,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",196,1535
4525,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",561,1535
12678,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,1535
2397,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",315,1535
13461,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",586,1535
3252,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",231,1535
3502,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",784,1535
13249,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",560,1535
3598,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",313,1535
2142,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",234,1535
13419,"[""18"" - ""30""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""8"" - ""11""]",230,1535
4458,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",516,1536
12270,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",43,1536
13739,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",392,1536
12316,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,1536
4022,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1536
4141,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",470,1536
3269,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1536
16292,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1536
12044,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",233,1536
12390,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,1536
12341,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,1536
14314,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",451,1536
4179,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",422,1536
15675,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1536
12384,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",512,1536
13476,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",593,1536
12882,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1536
16009,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",80,1536
14247,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",511,1536
3868,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",501,1536
13555,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1536
16125,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",455,1536
12540,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",95,1536
2554,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1536
3284,"[""22"" - ""64""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1536
12811,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",460,1537
14119,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",540,1537
14100,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1537
16019,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1537
12141,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1537
12350,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,1537
13557,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,1537
2002,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1537
14339,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,1537
13988,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,1537
13685,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1537
12866,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,1537
14113,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",586,1537
16662,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1537
13265,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",526,1537
13031,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",562,1537
13772,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1537
14206,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1537
16174,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1537
12784,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",406,1537
16667,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",913,1537
13408,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",962,1537
13556,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",403,1537
16175,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1537
15638,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",230,1537
15672,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",524,1537
12236,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",581,1537
13802,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1537
12624,"[""16"" - ""21""]",2,6,"[""2"" - ""8""]","[""2"" - ""518""]","[""1"" - ""11""]","[""0"" - ""8""]",880,1537
4234,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1538
4418,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1538
1960,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1538
3882,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",893,1538
3612,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1538
4237,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",231,1538
3887,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",230,1538
2347,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",842,1538
3273,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,1538
3534,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",496,1538
2384,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1538
13840,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",423,1538
4363,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",562,1538
3376,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1538
1987,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1538
2209,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,1538
2447,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1538
3693,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,1538
4019,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1538
3501,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",896,1538
4478,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",880,1538
4242,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",411,1538
2461,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,1538
3213,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",102,1538
2037,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,1538
2385,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1538
3257,"[""26"" - ""62""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,1538
4116,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",551,1539
4338,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1539
4066,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",992,1539
3849,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",422,1539
3886,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",570,1539
3896,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1539
2292,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1539
2039,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",443,1539
4522,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1539
4448,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",472,1539
2261,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",561,1539
2255,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",201,1539
3663,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",494,1539
3212,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1539
3735,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",500,1539
4143,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",470,1539
3251,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",531,1539
3965,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",476,1539
4417,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",516,1539
2307,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",460,1539
4089,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",360,1539
4111,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",964,1539
2317,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",254,1539
2337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1539
3337,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",593,1539
4486,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",402,1539
4092,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",405,1539
1918,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",451,1539
3411,"[""16"" - ""26""]",2,6,"[""2"" - ""8""]","[""1"" - ""2""]","[""1"" - ""11""]","[""0"" - ""8""]",524,1539
3406,"[""34"" - ""68""]",2,6,"[""1"" - ""2""]","[""26"" - ""438""]",1,"[""8"" - ""11""]",330,1540
13228,"[""34"" - ""68""]",2,6,"[""1"" - ""2""]","[""26"" - ""438""]",2,"[""8"" - ""11""]",174,1540
4471,"[""34"" - ""68""]",2,6,"[""1"" - ""2""]","[""26"" - ""438""]",1,"[""8"" - ""11""]",316,1540
14106,"[""34"" - ""68""]",2,6,"[""1"" - ""2""]","[""26"" - ""438""]",1,"[""8"" - ""11""]",326,1540
12300,"[""34"" - ""68""]",2,6,"[""1"" - ""2""]","[""26"" - ""438""]",1,"[""8"" - ""11""]",200,1540
